Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HY,AY,HR,AR
2009-10-17,Nancy,Marseille,0,3,A,0,1,A,7.0,16.0,1.0,9.0,2,2,0,0
2009-10-17,Montpellier,St Etienne,2,1,H,0,0,D,18.0,8.0,6.0,4.0,1,1,0,1
2009-10-17,Lyon,Sochaux,0,2,A,0,1,A,13.0,9.0,1.0,3.0,0,2,0,0
2009-10-17,Le Mans,Boulogne,1,1,D,0,0,D,17.0,15.0,7.0,2.0,2,2,0,0
2009-10-17,Auxerre,Bordeaux,1,0,H,0,0,D,7.0,13.0,2.0,3.0,2,1,0,0
2009-10-17,Lille,Rennes,0,0,D,0,0,D,24.0,13.0,3.0,5.0,2,1,0,0
2009-10-18,Lorient,Nice,4,1,H,1,0,H,20.0,9.0,7.0,1.0,1,1,0,1
2009-10-18,Monaco,Lens,2,0,H,1,0,H,16.0,11.0,7.0,4.0,3,1,0,0
2009-10-18,Toulouse,Paris SG,1,0,H,0,0,D,11.0,7.0,4.0,3.0,2,2,0,0
2009-10-24,Grenoble,Nancy,1,2,A,0,0,D,16.0,3.0,5.0,2.0,2,2,0,0
2009-10-24,Nice,Lyon,4,1,H,2,0,H,12.0,20.0,4.0,5.0,1,3,0,0
2009-10-24,Boulogne,Monaco,1,3,A,0,1,A,5.0,20.0,2.0,9.0,1,4,1,0
2009-10-24,Sochaux,Lorient,1,0,H,1,0,H,17.0,14.0,5.0,5.0,2,1,0,0
2009-10-24,St Etienne,Valenciennes,0,2,A,0,1,A,20.0,10.0,7.0,4.0,2,2,0,0
2009-10-24,Rennes,Montpellier,3,0,H,1,0,H,16.0,12.0,6.0,3.0,0,4,0,0
2009-10-24,Bordeaux,Le Mans,3,0,H,1,0,H,17.0,8.0,4.0,3.0,1,2,0,0
2009-10-25,Auxerre,Lille,3,2,H,1,2,A,12.0,13.0,8.0,4.0,2,1,0,0
2009-10-25,Lens,Toulouse,0,2,A,0,1,A,10.0,14.0,4.0,4.0,2,3,0,0
2009-10-31,St Etienne,Lyon,0,1,A,0,0,D,14.0,22.0,4.0,8.0,3,3,0,0
2009-10-31,Marseille,Toulouse,1,1,D,0,1,A,35.0,5.0,8.0,3.0,3,3,0,1
2009-10-31,Lens,Lorient,1,1,D,0,1,A,18.0,12.0,6.0,2.0,0,3,0,0
2009-10-31,Auxerre,Montpellier,2,1,H,2,0,H,11.0,18.0,4.0,7.0,1,1,0,1
2009-10-31,Boulogne,Nancy,1,2,A,1,1,D,9.0,11.0,4.0,5.0,3,1,0,1
2009-10-31,Bordeaux,Monaco,1,0,H,0,0,D,21.0,11.0,8.0,3.0,1,3,0,0
2009-10-31,Grenoble,Lille,0,2,A,0,1,A,12.0,14.0,5.0,4.0,2,1,1,0
2009-11-01,Nice,Le Mans,1,0,H,1,0,H,16.0,11.0,7.0,2.0,2,1,0,1
2009-11-01,Rennes,Valenciennes,0,3,A,0,0,D,14.0,6.0,2.0,4.0,3,2,0,0
2009-11-01,Sochaux,Paris SG,1,4,A,0,1,A,13.0,19.0,3.0,11.0,1,1,0,0
2009-11-07,Lorient,Boulogne,5,0,H,2,0,H,20.0,11.0,10.0,3.0,0,0,0,0
2009-11-07,Monaco,Grenoble,0,0,D,0,0,D,8.0,8.0,3.0,2.0,0,1,0,0
2009-11-07,Nancy,St Etienne,0,1,A,0,0,D,24.0,10.0,5.0,2.0,1,1,0,0
2009-11-07,Paris SG,Nice,0,1,A,0,0,D,14.0,15.0,4.0,4.0,1,2,0,0
2009-11-07,Sochaux,Lens,1,2,A,0,1,A,23.0,9.0,6.0,3.0,0,0,0,0
2009-11-07,Valenciennes,Montpellier,1,1,D,0,1,A,11.0,4.0,1.0,1.0,2,4,0,0
2009-11-07,Le Mans,Auxerre,0,1,A,0,0,D,10.0,9.0,2.0,3.0,3,1,0,0
2009-11-08,Toulouse,Rennes,3,2,H,1,1,D,10.0,19.0,3.0,5.0,0,0,0,0
2009-11-08,Lille,Bordeaux,2,0,H,0,0,D,15.0,10.0,6.0,2.0,1,2,0,0
2009-11-08,Lyon,Marseille,5,5,D,2,2,D,11.0,18.0,7.0,7.0,4,2,0,0
2009-11-20,Marseille,Paris SG,1,0,H,1,0,H,11.0,5.0,6.0,1.0,2,1,0,0
2009-11-21,Bordeaux,Valenciennes,0,1,A,0,1,A,24.0,3.0,7.0,3.0,2,3,0,0
2009-11-21,Grenoble,Lyon,1,1,D,0,0,D,12.0,12.0,5.0,2.0,1,2,1,0
2009-11-21,Lens,Nancy,2,1,H,0,0,D,15.0,16.0,7.0,4.0,2,2,0,0
2009-11-21,Rennes,Le Mans,2,1,H,1,0,H,13.0,10.0,6.0,5.0,2,1,0,0
2009-11-21,Auxerre,Monaco,2,0,H,1,0,H,11.0,15.0,5.0,2.0,1,4,0,0
2009-11-22,Montpellier,Lille,2,0,H,0,0,D,16.0,9.0,5.0,2.0,2,4,0,0
2009-11-22,Nice,Toulouse,1,0,H,0,0,D,9.0,12.0,2.0,5.0,2,1,0,0
2009-11-22,St Etienne,Lorient,0,2,A,0,2,A,21.0,12.0,3.0,6.0,1,0,0,0
2009-11-28,Toulouse,Boulogne,1,0,H,1,0,H,15.0,10.0,5.0,4.0,0,2,0,0
2009-11-28,Sochaux,Nice,1,0,H,1,0,H,12.0,22.0,4.0,8.0,4,3,0,0
2009-11-28,Lorient,Grenoble,2,2,D,1,0,H,4.0,13.0,2.0,6.0,1,1,0,0
2009-11-28,Lille,Valenciennes,4,0,H,1,0,H,13.0,6.0,5.0,2.0,2,4,0,0
2009-11-28,Lens,Marseille,1,0,H,0,0,D,7.0,15.0,3.0,5.0,2,2,0,0
2009-11-28,Paris SG,Auxerre,1,0,H,0,0,D,12.0,10.0,5.0,4.0,2,3,0,0
2009-11-29,Le Mans,St Etienne,1,1,D,0,1,A,19.0,11.0,6.0,2.0,2,2,0,0
2009-11-29,Lyon,Rennes,1,1,D,1,1,D,15.0,10.0,5.0,5.0,1,3,0,0
2009-11-29,Nancy,Bordeaux,0,3,A,0,1,A,12.0,12.0,3.0,8.0,0,0,0,0
2009-12-02,Boulogne,Paris SG,2,5,A,1,0,H,6.0,13.0,3.0,8.0,1,1,0,0
2009-12-05,Valenciennes,Monaco,3,1,H,1,0,H,20.0,11.0,7.0,6.0,3,2,0,0
2009-12-05,Rennes,Lorient,1,0,H,1,0,H,25.0,9.0,11.0,0.0,1,2,0,0
2009-12-05,St Etienne,Sochaux,0,0,D,0,0,D,18.0,11.0,4.0,5.0,0,2,0,0
2009-12-05,Montpellier,Le Mans,2,1,H,1,0,H,13.0,10.0,8.0,3.0,3,3,0,1
2009-12-05,Nice,Marseille,1,3,A,1,1,D,5.0,10.0,1.0,5.0,3,2,1,0
2009-12-05,Bordeaux,Paris SG,1,0,H,1,0,H,12.0,7.0,4.0,1.0,2,1,0,0
2009-12-06,Lille,Lyon,4,3,H,1,3,A,23.0,11.0,14.0,3.0,3,5,0,0
2009-12-06,Boulogne,Lens,2,1,H,2,1,H,9.0,16.0,3.0,3.0,4,2,1,0
2009-12-06,Grenoble,Toulouse,1,0,H,0,0,D,13.0,17.0,6.0,7.0,1,1,0,0
2009-12-06,Auxerre,Nancy,1,3,A,1,1,D,13.0,8.0,5.0,4.0,4,4,0,1
2009-12-10,Lille,St Etienne,4,0,H,1,0,H,17.0,8.0,5.0,2.0,0,2,0,1
2009-12-10,Toulouse,Sochaux,2,0,H,0,0,D,13.0,12.0,5.0,3.0,1,1,0,0
2009-12-12,Le Mans,Valenciennes,2,1,H,1,1,D,8.0,14.0,4.0,4.0,4,3,1,0
2009-12-12,Lens,Nice,2,0,H,2,0,H,24.0,11.0,9.0,4.0,1,3,0,1
2009-12-12,Lorient,Auxerre,0,0,D,0,0,D,14.0,10.0,6.0,4.0,0,2,0,0
2009-12-12,Marseille,Boulogne,2,0,H,0,0,D,25.0,4.0,8.0,1.0,0,1,0,1
2009-12-12,Nancy,Rennes,1,2,A,1,0,H,18.0,6.0,7.0,2.0,1,0,1,0
2009-12-13,Toulouse,Montpellier,0,1,A,0,1,A,10.0,6.0,3.0,1.0,1,2,0,0
2009-12-13,Monaco,Lille,0,4,A,0,1,A,9.0,22.0,4.0,8.0,3,1,1,0
2009-12-13,Paris SG,St Etienne,3,0,H,3,0,H,17.0,10.0,10.0,2.0,2,3,0,0
2009-12-13,Lyon,Bordeaux,0,1,A,0,0,D,12.0,16.0,3.0,3.0,4,1,0,0
2009-12-13,Sochaux,Grenoble,1,0,H,1,0,H,16.0,15.0,6.0,5.0,2,3,0,0
2009-12-15,Valenciennes,Auxerre,0,0,D,0,0,D,14.0,6.0,2.0,2.0,1,1,0,0
2009-12-16,Paris SG,Lens,1,1,D,0,0,D,9.0,8.0,3.0,1.0,4,2,0,0
2009-12-16,Montpellier,Bordeaux,0,1,A,0,0,D,9.0,9.0,3.0,2.0,4,3,0,0
2009-12-16,Nancy,Nice,2,0,H,0,0,D,21.0,6.0,8.0,1.0,0,2,0,0
2009-12-16,Lyon,Boulogne,2,0,H,0,0,D,26.0,6.0,6.0,3.0,1,4,0,0
2009-12-16,Lorient,Marseille,1,2,A,0,0,D,9.0,17.0,3.0,3.0,2,1,0,0
2009-12-16,Monaco,Rennes,1,0,H,1,0,H,9.0,11.0,4.0,4.0,1,1,0,0
2009-12-16,Le Mans,Grenoble,1,0,H,1,0,H,14.0,18.0,6.0,4.0,2,1,0,0
2009-12-19,Valenciennes,Lens,0,0,D,0,0,D,15.0,6.0,6.0,3.0,0,0,0,0
2009-12-19,St Etienne,Marseille,0,0,D,0,0,D,10.0,26.0,2.0,8.0,2,1,1,0
2009-12-19,Grenoble,Nice,1,1,D,0,0,D,21.0,15.0,6.0,8.0,2,3,0,0
2009-12-19,Montpellier,Nancy,0,2,A,0,2,A,15.0,12.0,5.0,4.0,0,1,0,0
2009-12-19,Bordeaux,Lorient,4,1,H,2,0,H,19.0,14.0,9.0,2.0,1,0,0,0
2009-12-19,Rennes,Paris SG,1,0,H,1,0,H,19.0,8.0,6.0,0.0,0,1,0,0
2009-12-20,Auxerre,Toulouse,1,1,D,0,1,A,17.0,8.0,5.0,5.0,1,4,0,1
2009-12-20,Lille,Le Mans,3,0,H,3,0,H,15.0,3.0,8.0,1.0,1,2,0,0
2009-12-20,Monaco,Lyon,1,1,D,1,1,D,13.0,12.0,6.0,5.0,2,4,0,0
2009-12-22,Lens,St Etienne,1,0,H,0,0,D,16.0,8.0,9.0,1.0,0,2,0,0
2009-12-23,Toulouse,Bordeaux,1,2,A,1,1,D,18.0,11.0,5.0,5.0,2,2,1,0
2009-12-23,Sochaux,Rennes,2,0,H,1,0,H,13.0,12.0,6.0,2.0,0,4,0,1
2009-12-23,Paris SG,Grenoble,4,0,H,2,0,H,11.0,15.0,6.0,7.0,2,1,0,0
2009-12-23,Marseille,Auxerre,0,2,A,0,1,A,13.0,9.0,4.0,2.0,2,2,0,0
2009-12-23,Nancy,Lille,0,4,A,0,1,A,11.0,18.0,1.0,6.0,1,2,1,0
2009-12-23,Lyon,Montpellier,1,2,A,0,0,D,10.0,5.0,2.0,3.0,3,3,0,0
2009-12-23,Lorient,Valenciennes,3,2,H,1,2,A,20.0,9.0,6.0,6.0,1,3,0,0
2009-12-23,Nice,Boulogne,2,2,D,0,0,D,18.0,10.0,6.0,6.0,2,1,0,0
2009-12-23,Le Mans,Monaco,1,1,D,1,0,H,14.0,17.0,3.0,5.0,1,4,0,0
2010-01-13,Boulogne,Sochaux,0,0,D,0,0,D,9.0,12.0,2.0,2.0,0,1,0,0
2010-01-13,Monaco,Montpellier,4,0,H,1,0,H,20.0,13.0,8.0,2.0,1,2,0,1
2010-01-16,Auxerre,Boulogne,0,0,D,0,0,D,13.0,6.0,4.0,0.0,1,3,0,0
2010-01-16,Grenoble,St Etienne,1,2,A,1,2,A,25.0,12.0,4.0,4.0,0,1,0,0
2010-01-16,Le Mans,Lorient,0,3,A,0,2,A,9.0,11.0,5.0,4.0,1,3,0,0
2010-01-16,Lille,Paris SG,3,1,H,1,0,H,21.0,5.0,8.0,2.0,3,2,0,0
2010-01-16,Monaco,Sochaux,2,0,H,0,0,D,17.0,7.0,8.0,3.0,1,3,0,0
2010-01-16,Montpellier,Nice,1,0,H,0,0,D,22.0,6.0,8.0,0.0,1,4,0,0
2010-01-16,Nancy,Lyon,0,2,A,0,0,D,11.0,8.0,5.0,3.0,1,2,0,0
2010-01-16,Rennes,Lens,1,1,D,0,0,D,15.0,17.0,4.0,6.0,1,1,0,1
2010-01-16,Valenciennes,Toulouse,1,3,A,1,1,D,15.0,13.0,3.0,5.0,1,4,0,0
2010-01-17,Bordeaux,Marseille,1,1,D,1,0,H,11.0,14.0,2.0,4.0,1,3,1,0
2010-01-19,St Etienne,Rennes,0,0,D,0,0,D,10.0,15.0,2.0,2.0,0,0,0,0
2010-01-20,Toulouse,Nancy,0,0,D,0,0,D,12.0,17.0,2.0,3.0,2,4,0,0
2010-01-20,Sochaux,Lille,2,1,H,2,0,H,7.0,22.0,4.0,9.0,3,3,0,0
2010-01-20,Paris SG,Monaco,0,1,A,0,0,D,19.0,10.0,9.0,0.0,2,5,0,0
2010-01-20,Nice,Auxerre,0,1,A,0,0,D,11.0,13.0,6.0,6.0,2,2,0,0
2010-01-20,Marseille,Le Mans,2,1,H,1,1,D,21.0,6.0,5.0,1.0,2,3,0,0
2010-01-20,Boulogne,Valenciennes,0,2,A,0,0,D,9.0,12.0,4.0,5.0,0,1,0,0
2010-01-20,Lens,Montpellier,0,1,A,0,0,D,18.0,14.0,4.0,5.0,1,3,0,0
2010-01-20,Grenoble,Bordeaux,1,3,A,1,0,H,11.0,10.0,2.0,5.0,0,4,1,0
2010-01-20,Lorient,Lyon,1,3,A,1,0,H,15.0,20.0,6.0,6.0,1,2,0,0
2010-01-30,Montpellier,Marseille,2,0,H,0,0,D,8.0,8.0,2.0,2.0,4,3,0,0
2010-01-30,Rennes,Grenoble,4,0,H,2,0,H,15.0,7.0,7.0,3.0,1,3,0,1
2010-01-30,Nancy,Lorient,1,0,H,1,0,H,13.0,9.0,2.0,4.0,2,0,0,0
2010-01-30,Monaco,Nice,3,2,H,1,0,H,12.0,18.0,7.0,7.0,2,1,0,1
2010-01-30,Bordeaux,Boulogne,0,0,D,0,0,D,23.0,8.0,4.0,2.0,2,4,0,0
2010-01-30,Le Mans,Toulouse,1,3,A,0,0,D,8.0,16.0,6.0,8.0,1,2,0,0
2010-01-30,Lille,Lens,1,0,H,1,0,H,16.0,9.0,4.0,1.0,1,3,0,0
2010-01-31,Auxerre,St Etienne,1,0,H,0,0,D,9.0,10.0,3.0,3.0,0,2,0,0
2010-01-31,Lyon,Paris SG,2,1,H,0,1,A,22.0,15.0,8.0,6.0,0,2,0,1
2010-01-31,Valenciennes,Sochaux,1,1,D,1,0,H,12.0,14.0,2.0,4.0,2,1,0,0
2010-02-06,Boulogne,Montpellier,0,2,A,0,1,A,8.0,11.0,0.0,6.0,3,1,0,0
2010-02-06,Grenoble,Auxerre,5,0,H,4,0,H,13.0,5.0,6.0,3.0,3,1,0,0
2010-02-06,Lens,Le Mans,2,1,H,1,0,H,14.0,10.0,7.0,4.0,2,3,0,0
2010-02-06,Nice,Lille,1,1,D,1,0,H,11.0,23.0,4.0,9.0,3,3,0,0
2010-02-06,Paris SG,Lorient,0,3,A,0,3,A,16.0,17.0,8.0,8.0,1,2,0,0
2010-02-06,Rennes,Bordeaux,4,2,H,2,0,H,11.0,16.0,6.0,6.0,3,1,0,0
2010-02-06,Sochaux,Nancy,1,1,D,0,1,A,7.0,12.0,1.0,4.0,3,2,0,0
2010-02-07,Toulouse,Lyon,0,0,D,0,0,D,16.0,5.0,4.0,0.0,2,1,0,1
2010-02-07,Marseille,Valenciennes,5,1,H,2,0,H,22.0,10.0,10.0,2.0,1,3,0,0
2010-02-07,St Etienne,Monaco,3,0,H,1,0,H,19.0,16.0,7.0,6.0,1,1,0,0
2010-02-13,Nancy,Paris SG,0,0,D,0,0,D,14.0,8.0,4.0,2.0,1,1,0,0
2010-02-13,Valenciennes,Nice,2,1,H,0,0,D,14.0,8.0,5.0,1.0,1,3,0,0
2010-02-13,Montpellier,Grenoble,1,0,H,1,0,H,12.0,7.0,4.0,2.0,0,5,0,0
2010-02-13,Monaco,Marseille,1,2,A,1,1,D,7.0,16.0,3.0,5.0,3,3,1,0
2010-02-13,Lille,Boulogne,3,1,H,3,1,H,20.0,5.0,10.0,2.0,1,3,0,0
2010-02-13,Lyon,Lens,1,0,H,0,0,D,11.0,12.0,4.0,4.0,1,2,0,0
2010-02-13,Le Mans,Sochaux,0,0,D,0,0,D,11.0,12.0,3.0,1.0,2,1,0,1
2010-02-14,Auxerre,Rennes,1,0,H,1,0,H,10.0,15.0,4.0,4.0,1,0,0,0
2010-02-14,Bordeaux,St Etienne,3,1,H,2,1,H,22.0,15.0,11.0,4.0,4,3,0,0
2010-02-14,Lorient,Toulouse,1,1,D,0,0,D,12.0,12.0,3.0,6.0,0,0,0,0
2010-02-20,Grenoble,Valenciennes,0,1,A,0,1,A,16.0,5.0,6.0,2.0,1,3,0,0
2010-02-20,Boulogne,Le Mans,1,3,A,0,2,A,13.0,7.0,5.0,5.0,2,4,0,0
2010-02-20,Lens,Monaco,3,0,H,2,0,H,10.0,18.0,5.0,6.0,0,3,0,0
2010-02-20,Nice,Lorient,1,0,H,0,0,D,17.0,14.0,10.0,5.0,0,0,0,0
2010-02-20,Paris SG,Toulouse,1,0,H,1,0,H,24.0,10.0,6.0,1.0,1,2,0,1
2010-02-20,St Etienne,Montpellier,1,0,H,0,0,D,16.0,12.0,5.0,3.0,1,2,0,0
2010-02-21,Sochaux,Lyon,0,4,A,0,3,A,15.0,14.0,1.0,8.0,1,1,0,0
2010-02-21,Marseille,Nancy,3,1,H,2,1,H,15.0,16.0,3.0,5.0,0,0,0,0
2010-02-21,Rennes,Lille,1,2,A,1,1,D,12.0,14.0,4.0,6.0,1,1,0,0
2010-02-27,Valenciennes,St Etienne,1,0,H,0,0,D,20.0,6.0,8.0,2.0,2,3,0,0
2010-02-27,Toulouse,Lens,1,0,H,0,0,D,11.0,11.0,4.0,3.0,2,3,0,0
2010-02-27,Montpellier,Rennes,3,1,H,2,0,H,17.0,12.0,8.0,2.0,0,0,0,2
2010-02-27,Nancy,Grenoble,0,2,A,0,1,A,8.0,9.0,0.0,5.0,2,2,0,0
2010-02-27,Lyon,Nice,2,0,H,1,0,H,12.0,7.0,1.0,1.0,2,1,0,0
2010-02-27,Lorient,Sochaux,1,0,H,1,0,H,13.0,10.0,5.0,1.0,1,1,0,0
2010-02-27,Monaco,Boulogne,1,0,H,1,0,H,10.0,13.0,1.0,3.0,2,3,0,0
2010-02-28,Lille,Auxerre,1,2,A,1,1,D,14.0,10.0,5.0,5.0,3,6,0,0
2010-02-28,Paris SG,Marseille,0,3,A,0,1,A,5.0,14.0,4.0,3.0,5,4,0,0
2010-03-06,St Etienne,Lille,1,1,D,1,1,D,20.0,7.0,8.0,2.0,2,1,0,0
2010-03-06,Rennes,Monaco,1,0,H,1,0,H,15.0,6.0,2.0,1.0,2,2,0,0
2010-03-06,Nice,Nancy,2,3,A,2,2,D,12.0,12.0,5.0,6.0,1,2,0,0
2010-03-06,Sochaux,Toulouse,1,0,H,0,0,D,16.0,10.0,5.0,4.0,0,1,0,0
2010-03-06,Boulogne,Lyon,0,0,D,0,0,D,11.0,11.0,4.0,4.0,4,1,1,0
2010-03-06,Auxerre,Valenciennes,1,0,H,1,0,H,11.0,4.0,4.0,0.0,3,0,0,0
2010-03-06,Lens,Paris SG,1,1,D,0,0,D,19.0,13.0,5.0,5.0,1,2,0,0
2010-03-07,Bordeaux,Montpellier,1,1,D,0,0,D,8.0,10.0,4.0,4.0,2,4,1,0
2010-03-07,Grenoble,Le Mans,1,1,D,1,0,H,9.0,10.0,2.0,5.0,2,2,0,0
2010-03-07,Marseille,Lorient,1,1,D,1,0,H,20.0,4.0,9.0,1.0,1,4,0,0
2010-03-10,Bordeaux,Auxerre,1,2,A,1,0,H,6.0,11.0,1.0,3.0,0,2,0,0
2010-03-13,Paris SG,Sochaux,4,1,H,3,0,H,19.0,11.0,8.0,4.0,1,1,0,0
2010-03-13,Montpellier,Auxerre,1,1,D,0,1,A,15.0,10.0,4.0,4.0,2,1,0,1
2010-03-13,Le Mans,Nice,0,1,A,0,0,D,7.0,10.0,2.0,3.0,3,2,0,0
2010-03-13,Lorient,Lens,1,0,H,0,0,D,10.0,13.0,3.0,3.0,0,1,0,0
2010-03-13,Lyon,St Etienne,1,1,D,0,1,A,23.0,9.0,9.0,4.0,0,3,0,0
2010-03-13,Monaco,Bordeaux,0,0,D,0,0,D,12.0,8.0,2.0,2.0,2,1,0,0
2010-03-13,Nancy,Boulogne,1,3,A,1,1,D,15.0,11.0,6.0,4.0,1,3,0,0
2010-03-14,Lille,Grenoble,1,0,H,0,0,D,8.0,12.0,3.0,3.0,1,5,0,0
2010-03-14,Valenciennes,Rennes,0,2,A,0,2,A,16.0,10.0,1.0,5.0,1,1,1,0
2010-03-14,Toulouse,Marseille,1,1,D,1,1,D,11.0,13.0,6.0,4.0,3,2,0,0
2010-03-20,St Etienne,Nancy,0,0,D,0,0,D,17.0,13.0,4.0,1.0,0,1,0,0
2010-03-20,Rennes,Toulouse,4,1,H,2,0,H,10.0,7.0,6.0,1.0,1,3,0,0
2010-03-20,Nice,Paris SG,1,0,H,0,0,D,8.0,22.0,3.0,4.0,2,1,0,0
2010-03-20,Lens,Sochaux,0,0,D,0,0,D,23.0,12.0,7.0,5.0,1,2,0,0
2010-03-20,Grenoble,Monaco,0,0,D,0,0,D,11.0,13.0,4.0,3.0,3,2,1,0
2010-03-20,Boulogne,Lorient,2,0,H,1,0,H,12.0,10.0,4.0,3.0,3,2,0,0
2010-03-20,Auxerre,Le Mans,2,1,H,1,0,H,8.0,17.0,5.0,4.0,2,4,0,0
2010-03-21,Bordeaux,Lille,3,1,H,1,1,D,22.0,4.0,14.0,1.0,0,2,0,1
2010-03-21,Marseille,Lyon,2,1,H,0,0,D,15.0,16.0,6.0,3.0,1,1,0,0
2010-03-21,Montpellier,Valenciennes,2,1,H,1,0,H,10.0,18.0,5.0,8.0,2,2,0,0
2010-03-26,Lyon,Grenoble,2,0,H,0,0,D,22.0,7.0,9.0,3.0,1,2,0,1
2010-03-28,Toulouse,Nice,0,2,A,0,1,A,7.0,9.0,0.0,4.0,4,2,1,0
2010-03-28,Paris SG,Boulogne,3,0,H,2,0,H,20.0,4.0,6.0,0.0,0,0,0,1
2010-03-28,Lorient,St Etienne,4,0,H,2,0,H,11.0,15.0,8.0,7.0,1,1,0,0
2010-03-28,Nancy,Lens,5,1,H,2,0,H,17.0,7.0,7.0,1.0,2,4,0,0
2010-03-28,Le Mans,Rennes,1,3,A,0,0,D,8.0,14.0,5.0,5.0,1,0,0,0
2010-03-28,Lille,Montpellier,4,1,H,1,0,H,17.0,7.0,8.0,2.0,2,5,0,0
2010-03-29,Monaco,Auxerre,0,0,D,0,0,D,9.0,12.0,1.0,1.0,1,1,0,0
2010-04-03,Valenciennes,Lille,1,0,H,0,0,D,8.0,11.0,1.0,3.0,2,4,0,0
2010-04-03,Bordeaux,Nancy,1,2,A,1,1,D,16.0,11.0,2.0,3.0,1,2,0,0
2010-04-03,Grenoble,Lorient,1,2,A,1,1,D,11.0,16.0,4.0,7.0,1,2,0,0
2010-04-03,Montpellier,Monaco,0,0,D,0,0,D,15.0,12.0,6.0,2.0,3,3,0,0
2010-04-03,Nice,Sochaux,0,0,D,0,0,D,14.0,8.0,4.0,3.0,1,1,0,0
2010-04-03,Rennes,Lyon,1,2,A,1,0,H,6.0,15.0,3.0,6.0,1,0,0,0
2010-04-03,St Etienne,Le Mans,2,0,H,0,0,D,19.0,10.0,9.0,1.0,1,4,1,0
2010-04-04,Marseille,Lens,1,0,H,1,0,H,10.0,3.0,3.0,2.0,2,2,1,0
2010-04-04,Boulogne,Toulouse,1,1,D,1,0,H,9.0,16.0,2.0,5.0,2,2,0,0
2010-04-04,Auxerre,Paris SG,1,1,D,1,1,D,22.0,10.0,5.0,3.0,0,3,0,0
2010-04-07,Marseille,Sochaux,3,0,H,2,0,H,19.0,7.0,8.0,1.0,2,4,0,0
2010-04-10,Le Mans,Montpellier,2,2,D,1,2,A,12.0,9.0,3.0,4.0,2,2,1,1
2010-04-10,Lens,Boulogne,3,0,H,1,0,H,15.0,12.0,5.0,3.0,1,2,0,0
2010-04-10,Lorient,Rennes,1,1,D,1,1,D,13.0,10.0,5.0,3.0,1,0,0,0
2010-04-10,Monaco,Valenciennes,2,1,H,0,1,A,14.0,8.0,3.0,1.0,2,1,0,0
2010-04-10,Paris SG,Bordeaux,3,1,H,1,0,H,19.0,14.0,11.0,6.0,1,2,0,1
2010-04-10,Sochaux,St Etienne,0,2,A,0,1,A,15.0,6.0,4.0,4.0,1,2,0,0
2010-04-10,Toulouse,Grenoble,4,0,H,1,0,H,19.0,11.0,9.0,0.0,2,1,0,0
2010-04-11,Marseille,Nice,4,1,H,1,0,H,11.0,7.0,6.0,2.0,0,3,0,0
2010-04-11,Lyon,Lille,1,1,D,0,0,D,22.0,9.0,3.0,4.0,1,4,1,1
2010-04-11,Nancy,Auxerre,0,1,A,0,0,D,10.0,11.0,3.0,3.0,1,1,0,0
2010-04-14,Le Mans,Bordeaux,2,1,H,2,1,H,10.0,12.0,6.0,6.0,4,2,1,0
2010-04-14,Sochaux,Marseille,0,1,A,0,0,D,12.0,10.0,4.0,5.0,0,2,0,0
2010-04-17,Nice,Lens,0,0,D,0,0,D,10.0,7.0,3.0,2.0,0,2,0,0
2010-04-17,Grenoble,Sochaux,2,2,D,0,1,A,9.0,8.0,5.0,3.0,0,1,0,0
2010-04-17,Boulogne,Marseille,1,2,A,0,1,A,4.0,14.0,2.0,5.0,3,3,0,0
2010-04-17,Valenciennes,Le Mans,0,1,A,0,0,D,12.0,13.0,4.0,4.0,1,0,0,1
2010-04-17,Auxerre,Lorient,4,1,H,2,0,H,11.0,13.0,7.0,5.0,0,2,0,2
2010-04-17,Rennes,Nancy,0,0,D,0,0,D,11.0,9.0,5.0,0.0,1,3,0,0
2010-04-17,Bordeaux,Lyon,2,2,D,1,0,H,11.0,11.0,4.0,4.0,3,2,2,1
2010-04-18,St Etienne,Paris SG,0,0,D,0,0,D,14.0,7.0,0.0,1.0,2,2,0,0
2010-04-18,Montpellier,Toulouse,1,1,D,1,0,H,12.0,12.0,4.0,3.0,3,2,0,0
2010-04-18,Lille,Monaco,4,0,H,2,0,H,14.0,15.0,8.0,6.0,0,2,0,0
2010-04-24,Le Mans,Lille,1,2,A,0,1,A,17.0,13.0,2.0,5.0,4,4,0,0
2010-04-24,Lorient,Bordeaux,1,0,H,0,0,D,6.0,17.0,1.0,6.0,1,2,0,0
2010-04-24,Nancy,Montpellier,0,0,D,0,0,D,15.0,10.0,3.0,3.0,1,0,0,0
2010-04-24,Nice,Grenoble,2,1,H,1,1,D,15.0,12.0,5.0,7.0,0,2,0,0
2010-04-24,Paris SG,Rennes,1,1,D,0,1,A,18.0,12.0,5.0,3.0,3,0,0,0
2010-04-24,Sochaux,Boulogne,0,3,A,0,1,A,11.0,13.0,4.0,6.0,0,2,1,0
2010-04-25,Lens,Valenciennes,1,1,D,1,0,H,9.0,15.0,5.0,4.0,1,3,0,0
2010-04-25,Marseille,St Etienne,1,0,H,1,0,H,18.0,16.0,5.0,2.0,1,3,0,0
2010-04-25,Toulouse,Auxerre,0,3,A,0,0,D,16.0,5.0,5.0,5.0,1,0,0,0
2010-04-27,Grenoble,Paris SG,4,0,H,2,0,H,11.0,11.0,4.0,2.0,0,0,0,0
